nid, orig_url, new_url, alt, title
0, https://www.rackspace.com/knowledge_center/sites/default/files/cloud-hosting.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/cloud-hosting.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/cloud-servers.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/cloud-servers.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/rackspace-email.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/rackspace-email.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/cloud-hosting_0.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/cloud-hosting_0.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/cloud-databases.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/cloud-databases.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/cloud-files.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/cloud-files.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/cloud-load-balancers.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/cloud-load-balancers.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/cloud-monitoring.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/cloud-monitoring.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/cloud-sites.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/cloud-sites.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/managed-cloud-servers.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/managed-cloud-servers.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/CLoud-drive.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/CLoud-drive.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/exchange.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/exchange.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/rackspace-email_0.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/rackspace-email_0.png, , 
0, https://www.rackspace.com/knowledge_center/sites/default/files/mail-archiving.png, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/mail-archiving.png, , 
22, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/RackspaceMediaServices.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/RackspaceMediaServices.pdf, , 
23, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/WhyManageYourOwnServers.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/WhyManageYourOwnServers.pdf, , 
24, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/SayGoodbyeToDIYServerManagementHeadaches.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/SayGoodbyeToDIYServerManagementHeadaches.pdf, , 
25, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/BenefitsOfOutsourcedHosting.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/BenefitsOfOutsourcedHosting.pdf, , 
26, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/GettingOnTheRightSideOfTheCapexVsOpexDivide.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/GettingOnTheRightSideOfTheCapexVsOpexDivide.pdf, , 
28, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/SayGoodbyetoDIYDataCenters.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/SayGoodbyetoDIYDataCenters.pdf, , 
29, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/AMD-RAX-Hybrid_Cloud_Whitepaper_FINAL.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/AMD-RAX-Hybrid_Cloud_Whitepaper_FINAL.pdf, , 
30, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/CloudHybridWhitepaper.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/CloudHybridWhitepaper.pdf, , 
31, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/WhitePaper_ShiftInIT.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/WhitePaper_ShiftInIT.pdf, , 
32, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/WhitePaper_FiveReasonsWhytheCloudisReadyfortheEnterprise.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/WhitePaper_FiveReasonsWhytheCloudisReadyfortheEnterprise.pdf, , 
33, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/WhitePaper_OpenStackvsClosedClouds.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/WhitePaper_OpenStackvsClosedClouds.pdf, , 
34, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/Cloudonomics-The_Economics_of_Cloud_Computing.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/Cloudonomics-The_Economics_of_Cloud_Computing.pdf, , 
35, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/Understanding-the-Cloud-Computing-Stack.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/Understanding-the-Cloud-Computing-Stack.pdf, , 
36, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/Revolution_Not_Evolution-Whitepaper.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/Revolution_Not_Evolution-Whitepaper.pdf, , 
37, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/MovingyourInfrastructuretotheCloud-HowtoMaximizeBenefitsandAvoidPitfalls.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/MovingyourInfrastructuretotheCloud-HowtoMaximizeBenefitsandAvoidPitfalls.pdf, , 
38, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/101GuidetotheCloud.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/101GuidetotheCloud.pdf, , 
39, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/AppDeliveryControllers.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/AppDeliveryControllers.pdf, , 
40, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/CloudVSDedicatedCHART.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/CloudVSDedicatedCHART.pdf, , 
41, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/Unlocking the Enterprise Cloud_OpenStack 032811.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/Unlocking the Enterprise Cloud_OpenStack 032811.pdf, , 
44, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/WhitePaper_PickingTheRightOptionForHostedStorage.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/WhitePaper_PickingTheRightOptionForHostedStorage.pdf, , 
45, https://www.rackspace.com/knowledge_center/sites/default/files/whitepaper_pdf/EcommerceReadyMarch2011.pdf, https://8026b2e3760e2433679c-fffceaebb8c6ee053c935e8915a3fbe7.ssl.cf2.rackcdn.com/whitepaper_pdf/EcommerceReadyMarch2011.pdf, , 
